id,title,abstract,category_1,category_2,error
10.1101/2025.02.19.639049,Mouse sensorimotor cortex reflects complex kinematic details during reaching and grasping,"Coordinated forelimb actions, such as reaching and grasping, rely on motor commands that span a spectrum from abstract target specification to detailed instantaneous muscle control. The sensorimotor c...",Sensorimotor Coordination,Motor Coordination,
10.1101/2025.02.19.638722,Integrated Ultrasound Neuromodulation and Optical Neuroimaging in Awake Mice using a Transparent Ultrasound Transducer Cranial Window,"Ultrasound neuromodulation is a rapidly advancing, non-invasive technique with significant therapeutic potential for treating various neurological disorders. Although extensive in vitro and in vivo st...",,,
10.1101/2025.02.19.639087,"β-Hydroxybutyrate enhances brain metabolism in normoglycemia and hyperglycemia, providing cerebroprotection in a mouse stroke model.","Hyperglycemia in poorly controlled diabetes is widely recognized as detrimental to organ dysfunction. However, the acute effects of hyperglycemia on brain metabolism and function are not fully underst...",,,
10.1101/2025.02.19.639080,Fiber photometry analysis for spontaneous dopamine signals: The z-scored data are not the data,"Fluorescent sensors have revolutionized the measurement of molecules in the brain, and the dLight dopamine sensor has been used extensively to examine reward- and cue-evoked dopamine release, but only...",,,
10.1101/2025.02.19.639110,Topologically Optimized Intrinsic Brain Networks,"The estimation of brain networks is instrumental in quantifying and evaluating brain function. Nevertheless, achieving precise estimations of subject-level networks has proven to be a formidable task....",,,
10.1101/2025.02.19.639104,Local variations in L/M ratio influence the detection and color naming of small spots,"The distribution of long (L), middle (M), and short (S) wavelength sensitive cones in the retina determines how different frequencies of incident light are sampled across space and has been hypothesiz...",Visual Perception,,
10.1101/2025.02.19.639130,Single-nuclei RNA Sequencing Reveals Distinct Transcriptomic Signatures of Rat Dorsal Root Ganglia in a Chronic Discogenic Low Back Pain Model,"Chronic low back pain (LBP), often correlated with intervertebral disc degeneration, is a leading source of disability worldwide yet remains poorly understood. Current treatments often fail to provide...",,,
10.1101/2025.02.19.639138,Ketogenic Diet Enhances Cognitive-Behavioral Function and Hippocampal Neurogenesis While Attenuating Amyloid Pathology in Tg-SwDI Mice,"The ketogenic diet (KD), characterized by high-fat, low-carbohydrate, and moderate protein intake, has gained attention for its therapeutic potential in patients with neurodegenerative diseases, inclu...",,,
10.1101/2025.02.24.639936,Cell Type-Agnostic Transcriptomic Signatures Enable Uniform Comparisons of Neurodevelopment,"Single-cell transcriptomics has revolutionized our understanding of neurodevelopmental cell identities, yet, predicting a cell types developmental state from its transcriptome remains a challenge. We ...",,,
10.1101/2025.02.24.639817,Convergence of efficient and predictive coding in multimodal sensory processing,"The existence of pathways connecting different sensory modalities in the brain challenges the traditional view of sensory systems as operating independently. However, the reasons and mechanisms underl...",Multisensory Integration,,
10.1101/2025.02.24.639890,Neurometabolic signaling and control of policy complexity,"Cognition and adaptive behavior emerge from neural information processing. This must operate within finite metabolic constraints, since neural information processing is metabolically expensive. While ...",Decision-making,Reward Mechanisms,
10.1101/2025.02.24.639829,The pulvinar regulates plasticity in human visual cortex,"In normally sighted human adults, two-hours of monocular deprivation is sufficient to transiently alter ocular dominance. Here we show that this is associated with a reduction of functional connectivi...",,,
10.1101/2025.02.24.639826,Deciphering Cell-Type and Temporal-Specific Matrisome Expression Signatures in Human Cortical Development and Neurodevelopmental Disorders via scRNA-Seq Meta-Analysis,"Human cortical development is a complex process involving the proliferation, differentiation, and migration of progenitor cells, all coordinated within a dynamic extracellular matrix (ECM). ECM plays ...",,,
10.1101/2025.02.24.639771,Profiling brain morphology for autism spectrum disorder with two cross-culture large-scale consortia,We explore neurodevelopmental heterogeneity in Autism Spectrum Disorder (ASD) through normative modeling of cross-cultural cohorts. By leveraging large-scale datasets from Autism Brain Imaging Data Ex...,,,
10.1101/2025.02.19.639148,Boosting Hyperalignment Performance with Age-specific Templates,"Hyperalignment aligns individual brain activity and functional connectivity patterns to a common, high-dimensional model space, resolving idiosyncrasies in functional-anatomical correspondence and rev...",,,
10.1101/2025.02.19.639184,Head engagement during visuomotor tracking is determined by postural demands and aging,"Vision is important for various tasks, from visually tracking moving objects to maintaining balance. People obtain visual information through eye movements performed either alone or in combination wit...",Sensorimotor Coordination,Multisensory Integration,
10.1101/2025.02.19.639161,Exploiting the Angiotensin-Converting Enzyme Pathway to Augment Endogenous Opioid Signaling,Angiotensin Converting Enzyme (ACE) impacts hemodynamics by regulating the conversion of angiotensin I to the vasoconstricting angiotensin II. We recently identified a non-canonical central role of AC...,,,
10.1101/2025.02.21.639447,Ultra-High Resolution TR-external EPIK with Deep Learning Image Reconstruction for Enhanced Characterisation of Cortical Depth-dependent Neural Activity,The detection of neural signals using functional MRI at the laminar or columnar level enables non-invasive exploration of fundamental brain function processing and the interconnected pathways within i...,,,
10.1101/2025.02.21.639529,Coding of the basic components of subjective value in primate dopamine neurons: subjectively weighted reward amount and probability,Behavioral choices of uncertain rewards suggest that agents construct subjective reward value by combining the basic value components of utility and weighted probability. Despite the general acceptanc...,Reward Mechanisms,Decision-making,
10.1101/2025.02.24.639959,Cluster replicability in single-cell and single-nucleus atlases of the mouse brain,Single-cell RNA sequencing has advanced our understanding of cellular heterogeneity. Ensuring the replicability of identified cell clusters across studies is essential for determining their biological...,,,
10.1101/2025.02.21.639413,Lifespan Mapping of EEG Source Spectral Dynamics with Xi-AlphaNET,"We introduce{xi} - Net, a mesoscale generative model of cortical activity that models the EEG aperiodic ({xi}) and -rhythm () components via Hida-Matern processes constrained by anatomical connectivit...",,,
10.1101/2025.02.25.640129,Ketogenic interventions prevent alterations of the gut microbiome in transgenic Alzheimer Disease mice,"Alterations in the gut microbiome constitute a feature of aging and therefore represent a therapeutic target for aging-related diseases. In this study, we investigated the impact of ketogenic interven...",,,
10.1101/2025.02.24.639981,Activity Protects Spinal Premotor Interneurons from Microglial Phagocytosis and Transneuronal Degeneration After Corticospinal Injury,"Spinal premotor circuits play a fundamental role in motor control. The corticospinal tract (CST) provides control signals to premotor circuits in the spinal cord, guiding voluntary skilled movements. ...",,,
10.1101/2025.02.24.639808,Explainable AI techniques for dynamic functional brain imaging: validation and analysis of E/I imbalance in autism,"Deep neural networks have revolutionized functional neuroimaging analysis but remain ""black boxes,"" concealing which brain mechanisms and regions drive their predictions--a critical limitation for cli...",,,
10.1101/2025.02.24.640002,A piece of evidence for pathogenesis of cerebral small vessel disease caused by blood-brain barrier dysfunction,"BackgroundBlood-brain barrier (BBB) dysfunction caused by endothelial cell injury is one of the widely accepted pathogenesis of small cerebral vessel disease (CSVD). However, the early microcirculatio...",,,
10.1101/2025.02.24.639886,Caloric restriction worsens decision-making impairments and gut dysbiosis after brain injury in male rats,Traumatic brain injury (TBI) causes long-term deficits in decision-making and disrupts the gut microbiome. Dysbiosis of the gut microbiome is a potential contributor to the development of multiple psy...,Decision-making,,
10.1101/2025.02.20.639395,Neurophysiological Correlates of Modifiable Dementia Risk Factors in Cognitively Unimpaired Older Adults,"The 2024 Lancet Commission on Dementia estimates that up to 45% of dementia cases could be prevented by addressing modifiable risk factors, emphasising both prevention opportunities and the need to un...",,,
10.1101/2025.02.24.639988,Glucose-dependent metabolism of hippocampal primary neurons in response to chemically induced long-term potentiation,Glucose is a predominant fuel for the brain supporting its high energy demand associated with neuronal signaling and synaptic activity. Long-term potentiation (LTP) is required for learning and memory...,Episodic Memory,,
10.1101/2025.02.21.639511,Synthetic Diffusion Tensor Imaging Maps Generated by 2D and 3D Probabilistic Diffusion Models: Evaluation and Applications,"Diffusion tensor imaging (DTI) is a key neuroimaging modality for assessing brain tissue microstructure, yet high-quality acquisitions are costly, time-intensive, and prone to artifacts. To address da...",,,
10.1101/2025.02.22.639641,Simons Sleep Project (SSP): An open science resource for accelerating scalable digital health research in autism and other psychiatric conditions,Wearable and nearable devices offer a novel opportunity to measure extensive behavioral and neurophysiological data directly from participants in their home environment. The Simons Sleep Project (SSP)...,,,
10.1101/2025.02.21.639462,Saccadic Suppression Enhances Saliency of Prey-Like Stimuli in the Optic Tectum,"Saccadic suppression, a reduction in visual sensitivity around the time of a rapid eye movement, is a robust perceptual phenomenon, extensively studied in primate psychophysics. However, the mechanism...",Visual Attention and Eye Movements,Sensorimotor Coordination,
10.1101/2025.02.22.639626,Shared computational principles for mouse superior colliculus and primate population orientation selectivity,"While the mouse visual system is known to differ substantially from the primate, if the two systems share computational principles, then generalization of results across species may still be possible....",Visual Perception,,
10.1101/2025.02.22.639685,Endoplasmic reticulum stress protein GRP78 for ketamine's antidepressant effects,"Ketamine is a fast-acting, long-lasting novel antidepressant. However, underpinning intracellular mechanisms remain unclear. We conducted an unbiased screening for genes that were less expressed in th...",,,
10.1101/2025.02.23.639720,Layer connective fields from ultrafast resting-state fMRI differentiate feedforward from feedback signaling,"Deciphering the directionality of information flow in cortical circuits is essential for understanding brain dynamics, learning, and neuroplasticity after injury. However, current non-invasive methods...",,,
10.1101/2025.02.25.637603,Astrocytic MAOB-GABA axis as a molecular brake on repair following spinal cord injury,Neuroregeneration and remyelination rarely occur in the adult mammalian brain and spinal cord following central nervous system (CNS) injury. The glial scar has been proposed as a major contributor to ...,,,
10.1101/2025.02.21.639520,Deep Learning to Predict Future Cognitive Decline: A Multimodal Approach Using Brain MRI and Clinical Data,"Predicting the trajectory of clinical decline in aging individuals is a pressing challenge, especially for people with mild cognitive impairment, Alzheimers disease, Parkinsons disease, or vascular de...",,,
10.1101/2025.02.20.639340,Episodic pain in Fabry disease is mediated by a heat shock protein-TRPA1 axis.,"Two-thirds of patients with Fabry disease suffer debilitating pain attacks triggered by exercise, fever, and exposure to environmental heat. These patients face an even greater risk of heat-related ep...",,,
10.1101/2025.02.20.639262,Decoding peripheral saccade targets from foveal retinotopic cortex,"Human vision is characterized by frequent eye movements and constant shifts in visual input, yet our perception of the world remains remarkably stable. Here, we directly demonstrate image-specific fov...",Visual Attention and Eye Movements,Visual Perception,
10.1101/2025.02.19.639207,Initiation and maturation of the early axonal βII-spectrin membrane-associated periodic skeleton requires active cytoskeletal remodelling,"The axonal membrane-associated periodic skeleton (MPS), consisting of F-actin rings crosslinked by spectrin heterotetramers, is ubiquitous and critical for neuronal function and homoeostasis. However,...",,,
10.1101/2025.02.21.639592,Modeling Pyramidal Neurons Using Bidomain BEM and Hierarchical Matrix Approximation,Electromagnetic brain stimulation uses electrodes or coils to induce electric fields (E-fields) in the brain and affect its activity. Our understanding of the precise effects of the device-induced E-f...,,,
10.1101/2025.02.21.639534,Multiple Neural Modules Orchestrate Conflict Processing,"Cognitive conflict is a ubiquitous aspect of our daily life, yet its underlying neural mechanisms remain debated. Competing theories propose that conflict processing is governed by either a domain-gen...",Inhibitory Control,Cognitive Flexibility,
10.1101/2025.02.20.637701,β-Amyloid Induces Microglial Expression of GPC4 and APOE Leading to Increased Neuronal Tau Pathology and Toxicity,"To elucidate the impact of A{beta} pathology on microglia in Alzheimers disease pathogenesis, we profiled the microglia surfaceome following treatment with A{beta} fibrils. Our findings reveal that A{...",,,
10.1101/2025.02.20.639313,Persistent dopamine-dependent remodeling of the neural transcriptome in response to pregnancy and postpartum,"Pregnancy and postpartum experiences represent transformative physiological states that impose lasting demands on the maternal body and brain, resulting in lifelong neural adaptations1-6. However, the...",,,
10.1101/2025.02.21.639469,Social housing effects of Intermittent Access of Methamphetamine Self-administration and social behavior,"Social support is a potentially protective factor against substance use disorders (SUDs). Previous studies in animal models for SUDs have shown that when females are pair housed, they have lower motiv...",,,
10.1101/2025.02.22.639361,Dynamic reconfiguration of brain coactivation states associated with active and lecture-based learning of university physics,"Academic institutions are increasingly adopting active learning methods to enhance educational outcomes. Using functional magnetic resonance imaging (fMRI), we investigated neurobiological differences...",Lifelong Learning,,
10.1101/2025.02.21.639505,Interdigitating Modules for Visual Processing During Locomotion and Rest in Mouse V1,"Layer 1 of V1 has been shown to receive locomotion-related signals from the dorsal lateral geniculate (dLGN) and lateral posterior (LP) thalamic nuclei (Roth et al., 2016). Inputs from the dLGN termin...",Visual Perception,Sensorimotor Coordination,
10.1101/2025.02.20.639379,Dopaminergic Modulation of Short-Term Associative Memory in Caenorhabditis elegans,"Forgetting, the inability to retrieve previously encoded memories, is an active process involving neurotransmission, second messenger signalling, and cytoskeletal modifications. Forgetting is thought ...",Episodic Memory,,
10.1101/2025.02.19.639189,Brain stimulation preferentially influences long-range projections in primates,"Advances in brain stimulation have made it possible to target smaller and smaller regions for electromagnetic stimulation, in the hopes of producing increasingly focal neural effects. However, the bra...",,,
10.1101/2025.02.21.639408,Co-adaptive training improves performance during fMRI decoded neurofeedback,"A significant challenge for neurofeedback training research and related clinical applications, is participants difficulty in learning to induce specific brain patterns during training. Here, we addres...",,,
10.1101/2025.02.20.637919,Dynamic fingerprinting of the human functional connectome,"Resting-state functional connectivity (FC) have distinct, personalized patterns that could serve as a unique fingerprint of each individuals brain. While previous brain fingerprinting methods have use...",,,
10.1101/2025.02.22.639696,Structured Gamma Spikes in Mouse Anterodorsal Thalamus,"Gamma-frequency oscillations ([~]30-160 Hz) are a hallmark of neuronal syn-chronization, yet the fine-scale temporal arrangement of spikes within individual gamma cycles remains poorly understood. Her...",Spatial Representation and Mapping,,
10.1101/2025.02.25.639888,The 16p11.2 microdeletion influences how early-life microbiota perturbations affect hippocampal development and behavior throughout the lifespan,"Neurodevelopmental disorders result from interactions between genetic predisposition and environmental risk factors, with infancy being the most vulnerable period. We designed a longitudinal study to ...",,,
10.1101/2025.02.20.639076,Efficient Prospective Electric Field-Informed Localization of Motor Cortical Targets of Transcranial Magnetic Stimulation,Transcranial magnetic stimulation (TMS) is a versatile non-invasive tool for brain mapping and neu-romodulation in both healthy individuals and patients. Effective TMS-based causal brain mapping relie...,,,
10.1101/2025.02.20.639292,Designing new natural-mimetic phosphatidic acid: aversatile and innovative synthetic strategy forglycerophospholipid research,"Glycerophospholipids (GPLs) play important roles in cellular compartmentalization and signaling. Among them, phosphatidic acids (PA) exist as many distinct species depending on acyl chain composition,...",,,
10.1101/2025.02.21.639581,Sleep Resolves Competition Between Explicit and Implicit Memory Systems,"Sleep supports stabilization of explicit, declarative memory and benefits implicit, procedural memory. In addition, sleep may change the quality of memory representations. Explicit and implicit learni...",Episodic Memory,Skill Learning,
10.1101/2025.02.24.639968,Dysfunction-specific Mechanisms Critically Influence Seizure Onset and Termination in Epilepsy,"Epileptic seizures result from abnormal synchronous neuronal firing caused by an imbalance between excitatory and inhibitory neurotransmission. While most seizures are self-limiting, those lasting ove...",,,
10.1101/2025.02.20.639284,Multimodal characterization and optogenetic potential of the bistable Gi/o-coupled vertebrate ancient opsin from the flashlight fish Anomalops katoptron,"Vertebrate ancient long opsin, or VAL opsin, is a light-sensitive protein that is found within and outside the visual system in vertebrates. In accordance with its wide distribution in the retina, bra...",,,
10.1101/2025.02.21.639607,Unconscious Neural Activity Predicts Overt Attention in Visual Search,"Unconscious neural activity has been shown to precede both motor and cognitive acts. In the present study, we investigated the neural antecedents of overt attention during visual search, where subject...",Visual Attention and Eye Movements,,
10.1101/2025.02.25.640053,Concurrent selection of internal goals and external sensations during visual search,"Flexible goal-directed behaviour relies on the selective processing of internal goal representations and external sensations. Yet, internal and external selection processes have classically been studi...",Attention,Working Memory,
10.1101/2025.02.25.640105,"MMP-2/9 inhibition modulates sharp wave abundance, inhibitory proteoglycan sulfation, and fear memory in juvenile zebrafish: relevance to affective disorders","Sharp wave ripple (SWR) events, present in diverse species, spontaneously occur in the hippocampus during quiescent restfulness and slow-wave sleep. SWRs comprise a negative deflection, the sharp wave...",Episodic Memory,,
10.1101/2025.02.25.639766,D-LMBmapX: Generalized Deep-Learning Pipeline for Automated Whole-brain Neural Circuitry Profiling Across Any Developmental Stages,"Understanding whole-brain circuitry development is essential for uncovering the origins of disorders linked to abnormal neural wiring, yet progress has been limited by the lack of tools for accurate, ...",,,
10.1101/2025.02.24.639965,Open-source Photobleacher for Fluorescent Imaging of Large Pigment-Rich Tissues,"Fluorescent imaging enables visualization of the specific molecules of interest with high contrast, and the use of multiple fluorophores in a single tissue sample allows visualization of complex relat...",,,
10.1101/2025.02.25.640049,What do neural travelling waves tell us about information flow?,"In many behavioral conditions, neural activity manifests itself within and across brain regions as traveling waves, revealing the importance of analyzing spatiotemporal dynamics in electrophysiologica...",,,
10.1101/2025.02.20.639171,Loss of Sarm1 Mitigates Axonal and Neuronal Degeneration and Promotes Neuronal Repair After Ischemic Stroke,Axonal degeneration is a core feature of ischemic brain injury that limits functional recovery (1). The pro-degenerative molecule Sarm1 is required for Wallerian axon degeneration after traumatic and ...,,,
10.1101/2025.02.21.639472,Locomotion selectively enhances visual speed encoding in mouse medial higher visual areas,"Mammalian visual systems are comprised of multiple brain areas with distinct functional roles. Whilst functional specialisations have been proposed in the mouse based on visual feature encoding, the e...",Visual Perception,Sensorimotor Coordination,
10.1101/2025.02.21.639541,Investigating the effectiveness of cannabidiol to mitigate the adverse consequences of exposure to neonatal procedural pain,"Repeated painful procedures are associated with a multitude of effects on neurodevelopment in preterm infants, and current methods of neonatal pain management are unable to prevent the distress and lo...",,,
10.1101/2025.02.24.640005,The Stop Signal Stepping Task: how action cancellation commands disrupt step initiation in young and healthy older adults,Action cancellation - the ability to rapidly cancel an initiated movement in response to unexpected events - has been extensively studied in the upper limb using the stop signal task (SST). During gai...,Inhibitory Control,Sensorimotor Coordination,
10.1101/2025.02.21.639594,"Satiety, TAX-4, and OSM-9 Tune the Attraction of C. elegans Nematodes to Microbial Fermentation Products","Animals are sensitive to selective pressures associated with nutrient acquisition, underscoring the evolutionary significance of chemosensation in foraging and its intersection with satiety. For the m...",Motivational Drives,,
10.1101/2025.02.25.640024,Unraveling the Neurocognitive Mechanisms of Delayed Punishment in Second- and Third-Party Contexts,"Second-party punishment (SPP) and third-party punishment (TPP) are essential in regulating social behavior and maintaining social norms, yet the effectiveness may wane when punishment is delayed. Curr...",Decision-making,Theory of Mind,
10.1101/2025.02.25.640033,Exploring Hippocampal Vulnerability: Diminished Angiogenic Capacity in the Hippocampus Compared to the Cortex,"BackgroundThe hippocampus is one of the first regions affected in various neurodegenerative diseases. In this study, investigated the vascular factors contributing to its susceptibility, aiming to elu...",,,
10.1101/2025.02.20.636736,Data retention in awake infant fMRI: Lessons from more than 750 scanning sessions,"Functional magnetic resonance imaging (fMRI) in awake infants has the potential to reveal how the early developing brain gives rise to cognition and behavior. However, awake infant fMRI poses signific...",,,
10.1101/2025.02.25.640138,Marmoset Anterior Cingulate Area 32 Neurons Exhibit Responses to Presented and Produced Calls During Naturalistic Vocal Communication,Vocal communication is a complex social behavior that entails the integration of auditory perception and vocal production. Both anatomical and functional evidence have implicated the anterior cingulat...,Social Functions,,
10.1101/2025.02.21.639556,A humanized mouse model system mimics prenatal Zika infection and reveals premature differentiation,"Zika, a mosquito-borne flavivirus, has been found in 87 countries and territories. Global outbreaks peaked in 2016. Prenatal infection of Zika virus was found to be associated with microcephaly, arthr...",,,
10.1101/2025.02.24.639793,Splanchnic and pelvic spinal afferent pathways relay sensory information from the mouse colorectum into distinct brainstem circuits.,"This study aimed to identify where the sensory information relayed by the two spinal afferent pathways innervating the distal colon and rectum (colorectum), the splanchnic and pelvic spinal afferent p...",,,
10.1101/2025.02.21.639406,An integrated system for comprehensive mouse peripheral vestibular function evaluation based on Vestibulo-ocular Reflex,"In the realms of both vestibular and auditory research, conducting vestibular function tests is essential. However, unlike the auditory function tests which utilize standard equipment such as the Audi...",,,
10.1101/2025.02.22.639635,"Targeting the ferroptosis pathway: A novel compound, AZD1390, protects the brain after ischemic stroke","BackgroundFerroptosis is an iron-dependent form of regulated cell death driven by lipid peroxidation. This process has been implicated in various diseases, including ischemic stroke. Ischemic stroke l...",,,
10.1101/2025.02.23.639749,Astrocytic activation of EMMPRIN contributes to their pathological phenotype in ALS.,Amyotrophic Lateral Sclerosis (ALS) is a fatal disease characterised by the degeneration of upper and lower motoneurons. Onset and progression of the disease are determined by both cell-autonomous neu...,,,
10.1101/2025.02.21.639573,Caspase-dependent ablation of indirect medium spiny neurons projecting to external globus pallidus promotes compulsive ethanol-seeking and drinking behaviors,"The dorsomedial striatum (DMS) is primarily recognized for regulating goal-directed reward-seeking behaviors, while the dorsolateral striatum (DLS) is predominantly associated with movement and habitu...",,,
10.1101/2025.02.22.639684,Assessing the impact of artifact correction and artifact rejection on the performance of SVM-based decoding of EEG signals,"Numerous studies have demonstrated that eyeblinks and other large artifacts can decrease the signal-to-noise ratio of EEG data, resulting in decreased statistical power for conventional univariate ana...",,,
10.1101/2025.02.25.640090,Within-Individual Precision Mapping of Brain Networks Exclusively Using Task Data,Precision mapping of brain networks within individuals has become a widely used tool that prevailingly relies on functional connectivity analysis of resting-state data. Here we explored whether networ...,,,
10.1101/2025.02.21.639600,Motivating Effects of Negative-hedonic Valence Encoded in Engrams,Engrams are neuronal alterations that encode associations between environmental contexts and subjectively rewarding or aversive experiences within sparsely activated neuronal assemblies that regulate ...,,,
10.1101/2025.02.21.639566,Development and Characterization of a Sf-1-Flp Mouse Model,"The use of genetically engineered tools, including combinations of Cre-LoxP and Flp-FRT systems, enable the interrogation of complex biology. Steroidogenic factor-1 (SF-1) is expressed in the ventrome...",,,
10.1101/2025.02.24.639840,Method of loci training yields unique neural representations that support effective memory encoding,"The method of loci is a technique to effectively boost memory, but its impact on the underlying neural representations is poorly understood. Here, we used functional magnetic resonance imaging and rep...",Episodic Memory,Skill Learning,
10.1101/2025.02.24.639552,Transfer of learned object manipulations between two- and five-digit grasps,Successful object manipulation involves integrating object properties into a motor plan and scaling fingertip forces through learning. This study investigated whether learned manipulations using a two...,Skill Learning,Motor Coordination,
10.1101/2025.02.24.639868,PLXNB1 and other signaling drives a pathologic astrocyte state contributing to cognitive decline in Alzheimer's Disease,"Alzheimers disease (AD) is marked by the coordinated emergence of disease-associated cell states across multiple cell types. Here, we first performed a meta-analysis of single-nucleus transcriptomic (...",,,
10.1101/2025.02.21.639531,New insights into the 17β-hydroxysteroid dehydrogenase type 10 and amyloid-β 42 derived cytotoxicity relevant to Alzheimer's disease,"The multifunctional mitochondrial enzyme 17{beta}-hydroxysteroid dehydrogenase type 10 (HSD10) plays an important role in the pathology of several diseases, of which Alzheimers disease (AD) is the mos...",,,
10.1101/2025.02.24.639992,Axially decoupled photo-stimulation and two photon readout (ADePT) for mapping functional connectivity of neural circuits,"All optical physiology in vivo provides a conduit for investigating the function of neural circuits in 3-D. Here, we report a new strategy for flexible, axially-decoupled photo-stimulation and two pho...",,,
10.1101/2025.02.23.639792,The glare illusion in individuals with schizophrenia,"Individuals with schizophrenia are known to demonstrate unique reactions to visual illusions, and prior research has indicated a potential link between their increased susceptibility to geometric illu...",,,
10.1101/2025.02.24.639862,Apolipoprotein E abundance is elevated in the brains of individuals with Down syndrome-Alzheimer's disease,"Trisomy of chromosome 21, the cause of Down syndrome (DS), is the most commonly occurring genetic cause of Alzheimers disease (AD). Here, we compare the frontal cortex proteome of people with Down syn...",,,
10.1101/2025.02.25.640107,Sex-differences in catecholamine transporter expression in the rodent prefrontal cortex following repetitive mild traumatic brain injury and methylphenidate treatment,Irregular catecholamine transmitter activity is theorized to underly impaired prefrontal cortex (PFC)-mediated executive functions following repetitive mild traumatic brain injury (rmTBI). The psychos...,,,
10.1101/2025.02.20.639378,Morphine self-administration induces region-specific brain volume changes and microglial phenotypic alterations without affecting neuronal density in male Wistar rats,"Addiction to opioids, including morphine, is a major public health crisis in the U.S. It has been associated with brain volume changes in reward-related regions, neuronal death, and neuroinflammation....",,,
10.1101/2025.02.23.639712,Repetitive magnetic stimulation with iTBS600 induces persistent structural and functional plasticity in mouse organotypic slice cultures,"BackgroundRepetitive transcranial magnetic stimulation (rTMS) is well known for its ability to induce synaptic plasticity, yet its impact on structural and functional remodeling within stimulated netw...",,,
10.1101/2025.02.23.639738,MuFIX - Enabling Combinations of Concurrent Optogenetics and Lock-in Amplification Fiber Photometry via Removal of Optogenetic Stimulation Crosstalk,"Simultaneous fiber photometry and optogenetics is a powerful emerging technique for precisely studying the interactions of neuronal brain networks. However, spectral overlap between photometry and opt...",,,
10.1101/2025.02.24.640001,Tryptophan metabolites as biomarkers to predict the severity and prognosis of acute ischemic stroke patients,BackgroundA growing body of evidence indicates alterations in metabolite levels and enzyme activities associated with the conversion of tryptophan (TRP) throughout the course of cerebral ischemia. In ...,,,
10.1101/2025.02.24.639891,Metabolic state modulates risky foraging behavior via multiple branches of the insulin/IGF-1-like pathway in C. elegans,Foraging to acquire nutrients is an essential and sometimes risky behavior displayed by nearly all animals. Appropriately balancing foraging risks with nutrient requirements is pivotal for peak surviv...,Decision-making,Motivational Drives,
10.1101/2025.02.25.640025,Fractional and Geometric Neural Dynamics: Investigating Intelligence-Related Differences in EEG Symmetry and Connectivity,Understanding intelligence-related variations in electroencephalographic (EEG) activity requires advanced mathematical approaches capable of capturing geometric transformations and long-range dependen...,,,
10.1101/2025.02.21.639542,"Cortical thinning in temporal pole, a core region in Alzheimer's disease, in non-demented, middle-aged APOE-e4 and PICALM-AA/AG carriers","The symptoms of Alzheimers disease (AD) are caused by neurodegeneration and atrophy in particular brain regions, especially in the temporal cortex. However, the influence of genetic risk on cortical t...",,,
10.1101/2025.02.24.639809,Super Quantum Neuroelectromagnetic Dynamics of Action and Percept Potentials,"The spatiotemporal selectivity of neurons to sensory stimuli that underlie the center and surround receptive fields represents the anticommutative and, thus, symmetry that defines sensorimotor transfo...",,,
10.1101/2025.02.24.639932,A computational architecture incorporating shallow brain networks: integrating parallel cortical and subcortical processing,Artificial neural networks commonly have deep hierarchical structures that were originally inspired by the neuroanatomical evidence of cortico-cortical connectivity pattern found in the mammalian brai...,Decision-making,,
10.1101/2025.02.25.640229,"iPSC-Derived Cerebral Organoids Reveal Mitochondrial, Inflammatory and Neuronal Vulnerabilities in Bipolar Disorder","Bipolar disorder (BD) is increasingly recognized as a disorder with both mitochondrial dysfunction and heightened inflammatory reactivity, yet their contribution to neuronal activity remains unclear. ...",,,
10.1101/2025.02.25.640211,Compositional architecture: Orthogonal neural codes for task context and spatial memory in prefrontal cortex,"The prefrontal cortex (PFC) is crucial for maintaining working memory across diverse cognitive tasks, yet how it adapts to varying task demands remains unclear. Compositional theories propose that cog...",Working Memory,Cognitive Flexibility,
10.1101/2025.02.25.640201,Untangling dopamine and glutamate in the ventral tegmental area,"Ventral tegmental area (VTA) dopamine neurons are of great interest for their central roles in motivation, learning, and psychiatric disorders. While hypotheses of VTA dopamine neuron function posit a...",Reward Mechanisms,,
10.1101/2025.02.25.640158,Combining Sampling Methods with Attractor Dynamics in Spiking Models of Head-Direction Systems,"Uncertainty is a fundamental aspect of the natural environment, requiring the brain to infer and integrate noisy signals to guide behavior effectively. Sampling-based inference has been proposed as a ...",Spatial Representation and Mapping,,
10.1101/2025.02.25.640140,Corticotropin-Releasing Factor in the Nucleus Accumbens Does Not Drive High Levels of Cocaine Consumption,Uncovering the neurobiological processes underlying substance use disorder informs future therapeutic interventions. Prior research implicates the corticotropin releasing factor (CRF) system as a majo...,,,
10.1101/2025.02.25.640124,Targeting anterior cingulate cortex with tDCS: an overview and analysis of electric field magnitude,"The anterior cingulate cortex (ACC) is a brain region with a key role in various cognitive, emotional, and sensory processes. Given its extensive functional repertoire, modulating ACC activity to enha...",,,
10.1101/2025.02.24.639850,Reproducible Brain Charts: An open data resource for mapping brain development and its associations with mental health,Major mental disorders are increasingly understood as disorders of brain development. Large and heterogeneous samples are required to define generalizable links between brain development and psychopat...,,,
10.1101/2025.02.25.639746,Endogenously generated Dutch-type Aβ nonfibrillar aggregates dysregulate presynaptic neurotransmission in the absence of detectable inflammation,APPE693Q transgenic mice develop aging-related learning deficits and accumulate endogenously generated nonfibrillar aggregates of A{beta} (NFA-A{beta}) and APP -carboxy terminal fragments. The APPE693...,,,
